feature,score
rWeblogInfo_39,14
rSocialNetwork_14,11
rWeblogInfo_50,9
rWeblogInfo_25,9
rSocialNetwork_3,7
rWeblogInfo_38,7
rSocialNetwork_5,5
rWeblogInfo_56,4
rWeblogInfo_34,4
rSocialNetwork_15,4
rThirdParty_Info_Period7_1,4
rWeblogInfo_51,3
rWeblogInfo_57,3
rWeblogInfo_48,3
rWeblogInfo_37,3
rThirdParty_Info_Period7_15,3
rThirdParty_Info_Period7_13,3
rWeblogInfo_28,3
rWeblogInfo_3,3
rThirdParty_Info_Period7_6,3
rThirdParty_Info_Period7_2,3
rSocialNetwork_4,3
rWeblogInfo_45,3
rThirdParty_Info_Period7_3,3
rWeblogInfo_32,2
rWeblogInfo_31,2
rThirdParty_Info_Period7_14,2
rThirdParty_Info_Period7_17,2
rThirdParty_Info_Period7_8,2
rThirdParty_Info_Period7_7,2
rWeblogInfo_9,2
rThirdParty_Info_Period7_9,2
rThirdParty_Info_Period7_4,2
rWeblogInfo_53,1
rSocialNetwork_16,1
rWeblogInfo_12,1
rWeblogInfo_35,1
rThirdParty_Info_Period7_16,1
rThirdParty_Info_Period7_10,1
rThirdParty_Info_Period7_11,1
rThirdParty_Info_Period7_12,1
rWeblogInfo_29,1
rWeblogInfo_26,1
rThirdParty_Info_Period7_5,1
rWeblogInfo_43,1
rWeblogInfo_1,1
