feature,score
rThirdParty_Info_Period2_17,495
rUserInfo_18,484
rThirdParty_Info_Period2_15,478
rThirdParty_Info_Period3_15,475
rThirdParty_Info_Period2_5,475
rThirdParty_Info_Period2_13,470
rThirdParty_Info_Period4_5,470
rThirdParty_Info_Period2_3,467
rThirdParty_Info_Period3_14,465
rThirdParty_Info_Period1_13,459
rThirdParty_Info_Period1_14,458
rThirdParty_Info_Period3_13,454
rThirdParty_Info_Period4_15,447
rThirdParty_Info_Period2_8,441
rThirdParty_Info_Period1_3,439
rThirdParty_Info_Period2_14,438
rThirdParty_Info_Period5_13,438
rThirdParty_Info_Period2_4,434
rThirdParty_Info_Period1_17,433
rThirdParty_Info_Period5_14,432
rThirdParty_Info_Period2_1,432
rThirdParty_Info_Period2_2,428
rThirdParty_Info_Period5_17,427
rThirdParty_Info_Period4_13,424
rThirdParty_Info_Period2_16,424
rThirdParty_Info_Period1_15,421
rThirdParty_Info_Period1_4,420
rThirdParty_Info_Period3_17,419
rThirdParty_Info_Period3_5,417
rThirdParty_Info_Period1_7,412
rThirdParty_Info_Period3_2,410
rThirdParty_Info_Period5_15,404
rThirdParty_Info_Period1_5,402
rThirdParty_Info_Period1_16,402
rThirdParty_Info_Period3_8,402
rThirdParty_Info_Period3_3,400
rThirdParty_Info_Period1_8,393
rThirdParty_Info_Period4_3,391
rThirdParty_Info_Period5_5,386
rThirdParty_Info_Period4_14,385
rWeblogInfo_7,383
rThirdParty_Info_Period3_16,381
rThirdParty_Info_Period1_2,381
rThirdParty_Info_Period4_2,380
rThirdParty_Info_Period1_1,377
rThirdParty_Info_Period4_8,372
rThirdParty_Info_Period5_8,371
rThirdParty_Info_Period3_4,368
rThirdParty_Info_Period2_7,367
rThirdParty_Info_Period4_1,366
rThirdParty_Info_Period3_1,365
rThirdParty_Info_Period4_16,364
rThirdParty_Info_Period4_17,356
rThirdParty_Info_Period5_3,351
rThirdParty_Info_Period4_4,346
rThirdParty_Info_Period6_17,335
rThirdParty_Info_Period2_6,335
rThirdParty_Info_Period6_13,333
rSocialNetwork_8,333
rThirdParty_Info_Period5_1,329
rThirdParty_Info_Period3_6,327
rThirdParty_Info_Period6_15,326
rThirdParty_Info_Period5_4,326
rThirdParty_Info_Period2_11,321
rThirdParty_Info_Period1_6,317
rThirdParty_Info_Period4_7,316
rSocialNetwork_9,313
rThirdParty_Info_Period6_14,308
rThirdParty_Info_Period3_7,297
rThirdParty_Info_Period5_16,292
rThirdParty_Info_Period6_5,288
rThirdParty_Info_Period6_3,284
rThirdParty_Info_Period4_6,281
rThirdParty_Info_Period6_2,280
rThirdParty_Info_Period5_6,280
rWeblogInfo_17,278
rSocialNetwork_10,277
rThirdParty_Info_Period5_2,273
rThirdParty_Info_Period6_16,268
rThirdParty_Info_Period6_4,267
rThirdParty_Info_Period5_7,266
rThirdParty_Info_Period6_8,266
rThirdParty_Info_Period4_11,256
rThirdParty_Info_Period6_7,253
rThirdParty_Info_Period6_6,249
rThirdParty_Info_Period6_1,244
rThirdParty_Info_Period3_11,237
rWeblogInfo_16,235
rThirdParty_Info_Period2_9,231
rWeblogInfo_4,223
rThirdParty_Info_Period1_11,219
rWeblogInfo_15,216
rWeblogInfo_18,210
rThirdParty_Info_Period3_9,199
rWeblogInfo_6,199
rThirdParty_Info_Period1_9,194
rThirdParty_Info_Period5_11,193
rThirdParty_Info_Period4_9,176
rWeblogInfo_8,167
rThirdParty_Info_Period6_11,164
rThirdParty_Info_Period5_9,162
rWeblogInfo_5,153
rThirdParty_Info_Period2_12,120
rThirdParty_Info_Period6_9,118
rThirdParty_Info_Period3_12,114
rThirdParty_Info_Period1_12,112
rWeblogInfo_14,105
rThirdParty_Info_Period5_12,103
rWeblogInfo_24,101
rThirdParty_Info_Period1_10,93
rUserInfo_10,93
rThirdParty_Info_Period2_10,92
rThirdParty_Info_Period6_12,83
rThirdParty_Info_Period4_12,78
rThirdParty_Info_Period3_10,76
rWeblogInfo_33,75
rSocialNetwork_13,70
rWeblogInfo_2,69
rWeblogInfo_27,68
rWeblogInfo_30,67
rThirdParty_Info_Period5_10,65
rThirdParty_Info_Period4_10,54
rWeblogInfo_36,54
rThirdParty_Info_Period6_10,49
rWeblogInfo_39,43
rSocialNetwork_17,34
rWeblogInfo_42,27
rSocialNetwork_14,26
rWeblogInfo_48,22
rWeblogInfo_34,20
rWeblogInfo_3,16
rWeblogInfo_50,15
rWeblogInfo_28,14
rThirdParty_Info_Period7_6,14
rWeblogInfo_9,14
rWeblogInfo_45,13
rSocialNetwork_4,13
rThirdParty_Info_Period7_14,13
rSocialNetwork_3,12
rThirdParty_Info_Period7_2,12
rWeblogInfo_1,12
rWeblogInfo_38,11
rWeblogInfo_25,11
rThirdParty_Info_Period7_5,11
rThirdParty_Info_Period7_3,11
rSocialNetwork_5,10
rThirdParty_Info_Period7_17,10
rWeblogInfo_56,9
rWeblogInfo_29,9
rThirdParty_Info_Period7_4,8
rSocialNetwork_15,7
rWeblogInfo_51,6
rWeblogInfo_52,6
rSocialNetwork_6,6
rWeblogInfo_23,6
rWeblogInfo_26,6
rThirdParty_Info_Period7_7,6
rThirdParty_Info_Period7_1,6
rWeblogInfo_57,5
rSocialNetwork_16,5
rWeblogInfo_37,5
rWeblogInfo_35,5
rThirdParty_Info_Period7_11,5
rThirdParty_Info_Period7_8,5
rWeblogInfo_32,4
rThirdParty_Info_Period7_16,4
rWeblogInfo_46,4
rWeblogInfo_40,3
rThirdParty_Info_Period7_15,3
rWeblogInfo_31,3
rThirdParty_Info_Period7_13,2
rWeblogInfo_44,2
rWeblogInfo_54,1
rWeblogInfo_58,1
rWeblogInfo_13,1
rThirdParty_Info_Period7_10,1
rThirdParty_Info_Period7_12,1
rWeblogInfo_43,1
rThirdParty_Info_Period7_9,1
