feature,score
rThirdParty_Info_Period6_14,275
rThirdParty_Info_Period3_7,275
rThirdParty_Info_Period5_3,268
rThirdParty_Info_Period6_17,265
rThirdParty_Info_Period1_6,264
rSocialNetwork_10,260
rThirdParty_Info_Period5_2,260
rThirdParty_Info_Period5_7,253
rSocialNetwork_8,248
rThirdParty_Info_Period6_5,248
rThirdParty_Info_Period5_4,243
rWeblogInfo_16,242
rThirdParty_Info_Period6_2,242
rThirdParty_Info_Period5_6,241
rThirdParty_Info_Period6_3,241
rThirdParty_Info_Period6_1,237
rThirdParty_Info_Period6_16,232
rThirdParty_Info_Period2_11,227
rThirdParty_Info_Period4_6,223
rThirdParty_Info_Period6_6,218
rThirdParty_Info_Period6_8,212
rWeblogInfo_17,211
rThirdParty_Info_Period3_11,209
rThirdParty_Info_Period4_11,208
rThirdParty_Info_Period6_7,205
rThirdParty_Info_Period2_9,200
rThirdParty_Info_Period6_4,195
rThirdParty_Info_Period1_9,194
rThirdParty_Info_Period1_11,186
rWeblogInfo_18,182
rWeblogInfo_15,173
rWeblogInfo_4,170
rThirdParty_Info_Period6_11,169
rThirdParty_Info_Period5_11,167
rWeblogInfo_6,160
rWeblogInfo_8,152
rThirdParty_Info_Period4_9,150
rThirdParty_Info_Period5_9,141
rThirdParty_Info_Period3_9,140
rThirdParty_Info_Period3_12,121
rThirdParty_Info_Period2_12,99
rWeblogInfo_5,97
rWeblogInfo_14,96
rUserInfo_10,94
rThirdParty_Info_Period6_9,94
rWeblogInfo_24,85
rThirdParty_Info_Period1_10,83
rThirdParty_Info_Period4_12,80
rThirdParty_Info_Period1_12,77
rThirdParty_Info_Period2_10,73
rThirdParty_Info_Period5_12,71
rThirdParty_Info_Period3_10,70
rWeblogInfo_33,64
rWeblogInfo_27,64
rWeblogInfo_2,63
rThirdParty_Info_Period6_12,59
rWeblogInfo_30,50
rThirdParty_Info_Period5_10,47
rThirdParty_Info_Period4_10,46
rSocialNetwork_13,44
rWeblogInfo_36,43
rWeblogInfo_39,36
rThirdParty_Info_Period6_10,34
rWeblogInfo_42,29
rSocialNetwork_17,23
rSocialNetwork_14,15
rWeblogInfo_48,14
rWeblogInfo_34,13
rThirdParty_Info_Period7_1,12
rThirdParty_Info_Period7_15,11
rSocialNetwork_4,10
rThirdParty_Info_Period7_17,10
rWeblogInfo_25,10
rWeblogInfo_50,9
rSocialNetwork_3,9
rThirdParty_Info_Period7_6,9
rWeblogInfo_37,8
rSocialNetwork_15,8
rWeblogInfo_26,8
rThirdParty_Info_Period7_5,8
rWeblogInfo_1,8
rWeblogInfo_28,7
rThirdParty_Info_Period7_7,7
rSocialNetwork_5,6
rWeblogInfo_38,6
rWeblogInfo_3,6
rWeblogInfo_9,6
rWeblogInfo_29,5
rThirdParty_Info_Period7_3,5
rWeblogInfo_45,5
rThirdParty_Info_Period7_14,4
rThirdParty_Info_Period7_8,4
rWeblogInfo_56,3
rWeblogInfo_57,3
rSocialNetwork_16,3
rThirdParty_Info_Period7_16,3
rThirdParty_Info_Period7_11,3
rThirdParty_Info_Period7_13,3
rThirdParty_Info_Period7_9,3
rThirdParty_Info_Period7_2,3
rWeblogInfo_51,2
rWeblogInfo_52,2
rWeblogInfo_32,2
rWeblogInfo_31,2
rWeblogInfo_35,2
rWeblogInfo_46,2
rThirdParty_Info_Period7_4,2
rWeblogInfo_53,1
rWeblogInfo_54,1
rSocialNetwork_6,1
rThirdParty_Info_Period7_12,1
rWeblogInfo_23,1
rWeblogInfo_43,1
