feature,score
rThirdParty_Info_Period2_17,293
rThirdParty_Info_Period2_16,270
rThirdParty_Info_Period2_15,266
rThirdParty_Info_Period4_15,263
rThirdParty_Info_Period2_5,263
rThirdParty_Info_Period2_1,260
rThirdParty_Info_Period2_14,258
rThirdParty_Info_Period1_17,256
rThirdParty_Info_Period3_5,251
rThirdParty_Info_Period3_15,250
rThirdParty_Info_Period4_14,249
rThirdParty_Info_Period2_3,240
rThirdParty_Info_Period1_15,240
rThirdParty_Info_Period1_13,240
rUserInfo_18,239
rThirdParty_Info_Period2_13,234
rThirdParty_Info_Period3_17,232
rThirdParty_Info_Period4_17,230
rThirdParty_Info_Period3_14,230
rThirdParty_Info_Period4_5,230
rThirdParty_Info_Period5_17,229
rThirdParty_Info_Period2_2,229
rThirdParty_Info_Period2_8,229
rThirdParty_Info_Period1_14,224
rThirdParty_Info_Period3_13,222
rThirdParty_Info_Period3_2,221
rThirdParty_Info_Period5_15,217
rThirdParty_Info_Period1_3,214
rThirdParty_Info_Period5_5,214
rThirdParty_Info_Period5_13,211
rThirdParty_Info_Period5_14,210
rThirdParty_Info_Period1_1,210
rThirdParty_Info_Period2_7,208
rThirdParty_Info_Period1_4,208
rThirdParty_Info_Period4_13,206
rThirdParty_Info_Period2_4,206
rThirdParty_Info_Period1_8,205
rThirdParty_Info_Period4_3,204
rThirdParty_Info_Period6_15,202
rThirdParty_Info_Period1_16,201
rThirdParty_Info_Period3_16,197
rThirdParty_Info_Period6_13,196
rThirdParty_Info_Period3_3,195
rThirdParty_Info_Period4_1,195
rThirdParty_Info_Period4_16,193
rThirdParty_Info_Period6_14,193
rThirdParty_Info_Period3_8,193
rThirdParty_Info_Period5_4,192
rThirdParty_Info_Period1_2,191
rThirdParty_Info_Period3_4,191
rThirdParty_Info_Period1_5,188
rWeblogInfo_7,188
rThirdParty_Info_Period5_8,187
rThirdParty_Info_Period4_2,186
rThirdParty_Info_Period4_4,184
rThirdParty_Info_Period5_16,183
rThirdParty_Info_Period5_2,182
rThirdParty_Info_Period3_1,181
rThirdParty_Info_Period1_7,181
rThirdParty_Info_Period3_7,179
rThirdParty_Info_Period4_8,178
rThirdParty_Info_Period6_17,177
rThirdParty_Info_Period3_6,171
rThirdParty_Info_Period2_6,169
rThirdParty_Info_Period5_1,166
rWeblogInfo_17,163
rThirdParty_Info_Period2_11,162
rSocialNetwork_9,155
rThirdParty_Info_Period5_3,154
rThirdParty_Info_Period6_3,151
rThirdParty_Info_Period1_6,150
rSocialNetwork_8,148
rThirdParty_Info_Period6_2,148
rThirdParty_Info_Period4_6,148
rThirdParty_Info_Period6_5,146
rThirdParty_Info_Period6_16,136
rWeblogInfo_16,133
rThirdParty_Info_Period4_11,132
rThirdParty_Info_Period5_7,132
rThirdParty_Info_Period4_7,129
rSocialNetwork_10,127
rThirdParty_Info_Period6_1,125
rThirdParty_Info_Period6_8,125
rWeblogInfo_6,124
rThirdParty_Info_Period6_7,122
rThirdParty_Info_Period3_11,116
rThirdParty_Info_Period1_11,116
rThirdParty_Info_Period5_6,115
rWeblogInfo_4,107
rThirdParty_Info_Period3_9,106
rThirdParty_Info_Period6_4,106
rThirdParty_Info_Period1_9,104
rWeblogInfo_15,103
rWeblogInfo_18,101
rThirdParty_Info_Period5_11,100
rThirdParty_Info_Period2_9,100
rThirdParty_Info_Period6_11,92
rWeblogInfo_5,88
rThirdParty_Info_Period6_6,86
rWeblogInfo_8,80
rThirdParty_Info_Period4_9,79
rThirdParty_Info_Period5_9,77
rThirdParty_Info_Period6_9,76
rThirdParty_Info_Period2_12,69
rThirdParty_Info_Period3_12,67
rThirdParty_Info_Period1_10,61
rThirdParty_Info_Period2_10,60
rThirdParty_Info_Period1_12,55
rThirdParty_Info_Period5_12,52
rThirdParty_Info_Period4_12,51
rThirdParty_Info_Period6_12,49
rWeblogInfo_14,46
rUserInfo_10,46
rWeblogInfo_24,43
rThirdParty_Info_Period5_10,35
rSocialNetwork_13,34
rThirdParty_Info_Period3_10,34
rWeblogInfo_2,34
rWeblogInfo_33,32
rThirdParty_Info_Period4_10,31
rWeblogInfo_27,29
rSocialNetwork_17,25
rWeblogInfo_30,24
rWeblogInfo_39,20
rWeblogInfo_36,18
rThirdParty_Info_Period6_10,17
rSocialNetwork_14,13
rWeblogInfo_42,10
rWeblogInfo_48,10
rWeblogInfo_50,6
rSocialNetwork_3,6
rWeblogInfo_28,6
rWeblogInfo_25,6
rThirdParty_Info_Period7_5,6
rWeblogInfo_51,5
rSocialNetwork_4,5
rWeblogInfo_9,5
rThirdParty_Info_Period7_15,4
rThirdParty_Info_Period7_2,4
rThirdParty_Info_Period7_4,4
rSocialNetwork_16,3
rWeblogInfo_34,3
rThirdParty_Info_Period7_6,3
rSocialNetwork_5,2
rWeblogInfo_38,2
rWeblogInfo_37,2
rSocialNetwork_15,2
rThirdParty_Info_Period7_14,2
rThirdParty_Info_Period7_13,2
rWeblogInfo_3,2
rThirdParty_Info_Period7_3,2
rThirdParty_Info_Period7_1,2
rWeblogInfo_45,2
rWeblogInfo_53,1
rWeblogInfo_56,1
rWeblogInfo_57,1
rThirdParty_Info_Period7_17,1
rWeblogInfo_35,1
rThirdParty_Info_Period7_16,1
rThirdParty_Info_Period7_11,1
rWeblogInfo_26,1
rThirdParty_Info_Period7_8,1
rThirdParty_Info_Period7_9,1
rWeblogInfo_46,1
rThirdParty_Info_Period7_7,1
rWeblogInfo_1,1
