feature,score
rThirdParty_Info_Period4_6,470
rThirdParty_Info_Period5_7,467
rWeblogInfo_17,462
rThirdParty_Info_Period5_6,458
rThirdParty_Info_Period6_7,449
rThirdParty_Info_Period6_4,445
rThirdParty_Info_Period6_2,443
rThirdParty_Info_Period4_11,430
rThirdParty_Info_Period3_11,428
rThirdParty_Info_Period6_6,420
rThirdParty_Info_Period6_8,417
rThirdParty_Info_Period6_1,413
rWeblogInfo_16,397
rThirdParty_Info_Period2_9,394
rWeblogInfo_4,386
rThirdParty_Info_Period1_11,381
rThirdParty_Info_Period1_9,373
rThirdParty_Info_Period6_11,343
rThirdParty_Info_Period3_9,339
rWeblogInfo_18,336
rWeblogInfo_6,322
rThirdParty_Info_Period5_11,320
rWeblogInfo_15,315
rWeblogInfo_8,309
rThirdParty_Info_Period4_9,271
rThirdParty_Info_Period6_9,265
rWeblogInfo_5,257
rThirdParty_Info_Period5_9,235
rThirdParty_Info_Period2_12,215
rWeblogInfo_14,210
rThirdParty_Info_Period3_12,207
rThirdParty_Info_Period1_10,199
rWeblogInfo_24,193
rThirdParty_Info_Period5_12,189
rThirdParty_Info_Period4_12,175
rUserInfo_10,174
rThirdParty_Info_Period1_12,169
rThirdParty_Info_Period6_12,165
rThirdParty_Info_Period2_10,164
rWeblogInfo_33,162
rThirdParty_Info_Period3_10,156
rWeblogInfo_36,128
rWeblogInfo_2,127
rWeblogInfo_27,121
rWeblogInfo_30,118
rThirdParty_Info_Period5_10,111
rThirdParty_Info_Period4_10,108
rThirdParty_Info_Period6_10,92
rSocialNetwork_13,91
rWeblogInfo_39,89
rWeblogInfo_42,82
rSocialNetwork_17,57
rWeblogInfo_25,52
rWeblogInfo_48,50
rSocialNetwork_14,48
rWeblogInfo_9,43
rSocialNetwork_3,36
rWeblogInfo_45,34
rSocialNetwork_5,34
rSocialNetwork_4,32
rWeblogInfo_34,32
rWeblogInfo_50,31
rWeblogInfo_1,27
rWeblogInfo_29,26
rWeblogInfo_28,26
rThirdParty_Info_Period7_3,25
rWeblogInfo_51,24
rThirdParty_Info_Period7_2,24
rThirdParty_Info_Period7_6,23
rWeblogInfo_38,22
rThirdParty_Info_Period7_1,22
rThirdParty_Info_Period7_5,21
rWeblogInfo_37,20
rWeblogInfo_35,20
rThirdParty_Info_Period7_17,20
rWeblogInfo_3,20
rThirdParty_Info_Period7_4,20
rThirdParty_Info_Period7_15,18
rThirdParty_Info_Period7_13,17
rWeblogInfo_26,16
rThirdParty_Info_Period7_8,16
rWeblogInfo_56,15
rThirdParty_Info_Period7_16,13
rWeblogInfo_32,11
rWeblogInfo_31,11
rThirdParty_Info_Period7_14,10
rWeblogInfo_52,9
rThirdParty_Info_Period7_11,9
rThirdParty_Info_Period7_7,9
rSocialNetwork_15,8
rWeblogInfo_23,8
rWeblogInfo_57,7
rSocialNetwork_16,7
rThirdParty_Info_Period7_12,6
rWeblogInfo_12,5
rThirdParty_Info_Period7_10,5
rThirdParty_Info_Period7_9,5
rWeblogInfo_53,4
rWeblogInfo_46,4
rWeblogInfo_54,3
rSocialNetwork_6,3
rWeblogInfo_58,2
rSocialNetwork_11,2
rWeblogInfo_40,1
rWeblogInfo_43,1
rWeblogInfo_44,1
rWeblogInfo_13,1
