feature,score
rUserInfo_18,598
rThirdParty_Info_Period2_17,560
rThirdParty_Info_Period2_5,553
rThirdParty_Info_Period2_15,545
rThirdParty_Info_Period2_3,542
rThirdParty_Info_Period1_13,541
rThirdParty_Info_Period3_15,539
rThirdParty_Info_Period3_17,537
rThirdParty_Info_Period2_2,530
rThirdParty_Info_Period2_13,511
rThirdParty_Info_Period3_13,507
rThirdParty_Info_Period3_5,506
rThirdParty_Info_Period1_17,504
rThirdParty_Info_Period4_5,502
rThirdParty_Info_Period4_15,496
rThirdParty_Info_Period5_17,484
rThirdParty_Info_Period2_8,482
rThirdParty_Info_Period3_3,478
rThirdParty_Info_Period2_1,478
rThirdParty_Info_Period4_13,477
rThirdParty_Info_Period1_4,476
rThirdParty_Info_Period5_15,472
rThirdParty_Info_Period1_5,471
rThirdParty_Info_Period2_16,464
rThirdParty_Info_Period2_14,462
rThirdParty_Info_Period1_3,460
rThirdParty_Info_Period1_14,458
rThirdParty_Info_Period2_7,457
rThirdParty_Info_Period1_8,452
rWeblogInfo_7,448
rThirdParty_Info_Period4_17,446
rThirdParty_Info_Period4_14,444
rThirdParty_Info_Period3_2,444
rThirdParty_Info_Period2_4,436
rThirdParty_Info_Period1_15,434
rThirdParty_Info_Period4_3,432
rThirdParty_Info_Period3_14,430
rThirdParty_Info_Period3_8,428
rThirdParty_Info_Period5_14,427
rThirdParty_Info_Period1_2,427
rThirdParty_Info_Period4_2,421
rSocialNetwork_8,419
rThirdParty_Info_Period5_16,411
rThirdParty_Info_Period3_1,410
rThirdParty_Info_Period1_1,409
rThirdParty_Info_Period1_16,408
rThirdParty_Info_Period4_8,407
rThirdParty_Info_Period6_15,404
rThirdParty_Info_Period5_13,404
rThirdParty_Info_Period6_13,402
rThirdParty_Info_Period3_16,399
rThirdParty_Info_Period3_6,399
rThirdParty_Info_Period5_5,395
rSocialNetwork_9,395
rThirdParty_Info_Period5_8,393
rThirdParty_Info_Period3_4,386
rThirdParty_Info_Period4_4,386
rThirdParty_Info_Period4_1,384
rThirdParty_Info_Period1_7,380
rThirdParty_Info_Period5_2,375
rThirdParty_Info_Period6_17,374
rThirdParty_Info_Period2_6,373
rThirdParty_Info_Period5_1,373
rThirdParty_Info_Period5_3,371
rThirdParty_Info_Period3_7,370
rSocialNetwork_10,367
rThirdParty_Info_Period5_4,364
rThirdParty_Info_Period4_16,359
rThirdParty_Info_Period6_14,357
rThirdParty_Info_Period6_16,349
rThirdParty_Info_Period2_11,349
rThirdParty_Info_Period5_6,342
rThirdParty_Info_Period6_5,341
rWeblogInfo_17,329
rThirdParty_Info_Period4_6,327
rThirdParty_Info_Period6_3,326
rThirdParty_Info_Period4_7,321
rThirdParty_Info_Period6_1,318
rThirdParty_Info_Period6_8,318
rThirdParty_Info_Period1_6,314
rThirdParty_Info_Period6_2,310
rThirdParty_Info_Period1_9,310
rThirdParty_Info_Period5_7,296
rThirdParty_Info_Period6_4,286
rThirdParty_Info_Period4_11,285
rWeblogInfo_16,276
rThirdParty_Info_Period2_9,272
rThirdParty_Info_Period6_7,262
rThirdParty_Info_Period3_11,261
rThirdParty_Info_Period6_6,253
rThirdParty_Info_Period1_11,247
rWeblogInfo_18,242
rThirdParty_Info_Period3_9,241
rWeblogInfo_15,228
rWeblogInfo_6,228
rThirdParty_Info_Period6_11,224
rThirdParty_Info_Period5_11,223
rThirdParty_Info_Period4_9,223
rWeblogInfo_8,219
rWeblogInfo_4,215
rWeblogInfo_5,182
rThirdParty_Info_Period6_9,170
rThirdParty_Info_Period5_9,166
rWeblogInfo_14,143
rThirdParty_Info_Period3_12,139
rWeblogInfo_24,128
rThirdParty_Info_Period1_10,123
rThirdParty_Info_Period5_12,117
rThirdParty_Info_Period2_12,116
rUserInfo_10,115
rThirdParty_Info_Period4_12,114
rThirdParty_Info_Period2_10,114
rWeblogInfo_33,108
rThirdParty_Info_Period1_12,101
rThirdParty_Info_Period3_10,100
rThirdParty_Info_Period6_12,98
rWeblogInfo_27,88
rWeblogInfo_30,82
rWeblogInfo_2,75
rSocialNetwork_13,72
rThirdParty_Info_Period4_10,68
rThirdParty_Info_Period5_10,66
rWeblogInfo_36,64
rWeblogInfo_39,58
rThirdParty_Info_Period6_10,51
rSocialNetwork_17,46
rWeblogInfo_42,42
rSocialNetwork_14,36
rWeblogInfo_25,31
rWeblogInfo_48,29
rWeblogInfo_9,23
rSocialNetwork_5,22
rWeblogInfo_45,22
rWeblogInfo_50,18
rSocialNetwork_3,17
rWeblogInfo_34,17
rWeblogInfo_29,17
rThirdParty_Info_Period7_6,17
rThirdParty_Info_Period7_5,16
rSocialNetwork_4,15
rWeblogInfo_38,15
rWeblogInfo_3,15
rWeblogInfo_1,14
rWeblogInfo_28,13
rThirdParty_Info_Period7_8,13
rWeblogInfo_37,12
rThirdParty_Info_Period7_13,12
rThirdParty_Info_Period7_2,12
rThirdParty_Info_Period7_1,12
rWeblogInfo_51,11
rThirdParty_Info_Period7_17,11
rThirdParty_Info_Period7_3,10
rThirdParty_Info_Period7_15,9
rSocialNetwork_15,8
rWeblogInfo_26,8
rThirdParty_Info_Period7_4,8
rThirdParty_Info_Period7_16,7
rThirdParty_Info_Period7_11,6
rWeblogInfo_23,6
rWeblogInfo_46,5
rSocialNetwork_16,5
rWeblogInfo_32,5
rThirdParty_Info_Period7_14,5
rWeblogInfo_56,4
rWeblogInfo_31,4
rWeblogInfo_35,4
rThirdParty_Info_Period7_7,4
rThirdParty_Info_Period7_9,4
rWeblogInfo_57,3
rWeblogInfo_58,2
rWeblogInfo_40,2
rWeblogInfo_12,2
rWeblogInfo_52,1
rWeblogInfo_53,1
rWeblogInfo_54,1
rWeblogInfo_13,1
rWeblogInfo_47,1
rThirdParty_Info_Period7_10,1
rWeblogInfo_43,1
rWeblogInfo_11,1
