feature,score
rThirdParty_Info_Period2_17,554
rThirdParty_Info_Period2_13,543
rUserInfo_18,541
rThirdParty_Info_Period1_5,506
rThirdParty_Info_Period3_5,502
rThirdParty_Info_Period1_17,499
rThirdParty_Info_Period2_15,489
rThirdParty_Info_Period2_5,488
rThirdParty_Info_Period1_14,486
rThirdParty_Info_Period4_15,485
rThirdParty_Info_Period2_1,478
rThirdParty_Info_Period3_17,475
rThirdParty_Info_Period2_2,473
rThirdParty_Info_Period1_4,470
rThirdParty_Info_Period1_13,470
rThirdParty_Info_Period3_15,469
rThirdParty_Info_Period3_13,465
rThirdParty_Info_Period2_16,464
rThirdParty_Info_Period2_3,464
rThirdParty_Info_Period3_14,462
rThirdParty_Info_Period2_8,462
rThirdParty_Info_Period1_16,456
rThirdParty_Info_Period2_14,456
rThirdParty_Info_Period5_15,450
rThirdParty_Info_Period4_13,449
rThirdParty_Info_Period4_17,447
rThirdParty_Info_Period1_3,440
rThirdParty_Info_Period4_5,440
rThirdParty_Info_Period1_8,428
rThirdParty_Info_Period5_13,425
rThirdParty_Info_Period3_1,423
rThirdParty_Info_Period4_3,422
rThirdParty_Info_Period5_17,418
rThirdParty_Info_Period4_14,415
rThirdParty_Info_Period5_5,413
rThirdParty_Info_Period3_3,410
rThirdParty_Info_Period5_8,408
rThirdParty_Info_Period3_8,407
rThirdParty_Info_Period2_4,404
rThirdParty_Info_Period1_15,403
rWeblogInfo_7,401
rThirdParty_Info_Period1_7,398
rThirdParty_Info_Period2_7,397
rThirdParty_Info_Period4_2,390
rThirdParty_Info_Period3_2,389
rThirdParty_Info_Period4_16,387
rThirdParty_Info_Period6_15,387
rThirdParty_Info_Period1_1,386
rSocialNetwork_8,385
rThirdParty_Info_Period5_14,375
rThirdParty_Info_Period1_2,375
rThirdParty_Info_Period4_1,370
rThirdParty_Info_Period4_8,370
rThirdParty_Info_Period3_16,368
rThirdParty_Info_Period3_6,359
rThirdParty_Info_Period6_13,357
rThirdParty_Info_Period3_7,357
rThirdParty_Info_Period3_4,355
rThirdParty_Info_Period6_5,344
rThirdParty_Info_Period1_6,343
rThirdParty_Info_Period6_17,340
rThirdParty_Info_Period5_4,339
rThirdParty_Info_Period5_1,337
rThirdParty_Info_Period5_3,336
rThirdParty_Info_Period4_4,336
rSocialNetwork_10,331
rSocialNetwork_9,331
rThirdParty_Info_Period4_7,329
rThirdParty_Info_Period6_14,325
rThirdParty_Info_Period5_16,320
rThirdParty_Info_Period5_2,318
rThirdParty_Info_Period6_16,313
rWeblogInfo_17,312
rThirdParty_Info_Period2_11,305
rThirdParty_Info_Period2_6,301
rThirdParty_Info_Period6_3,299
rThirdParty_Info_Period4_6,294
rThirdParty_Info_Period6_2,292
rThirdParty_Info_Period6_1,290
rThirdParty_Info_Period6_8,279
rThirdParty_Info_Period6_4,279
rThirdParty_Info_Period5_7,272
rThirdParty_Info_Period5_6,269
rThirdParty_Info_Period4_11,268
rThirdParty_Info_Period6_7,265
rThirdParty_Info_Period2_9,262
rWeblogInfo_16,251
rThirdParty_Info_Period3_11,247
rThirdParty_Info_Period6_6,242
rThirdParty_Info_Period3_9,230
rWeblogInfo_4,223
rThirdParty_Info_Period5_11,219
rThirdParty_Info_Period1_11,219
rThirdParty_Info_Period1_9,215
rThirdParty_Info_Period6_11,210
rWeblogInfo_15,209
rWeblogInfo_6,197
rWeblogInfo_18,194
rWeblogInfo_8,193
rThirdParty_Info_Period5_9,180
rThirdParty_Info_Period4_9,173
rWeblogInfo_5,163
rThirdParty_Info_Period6_9,154
rThirdParty_Info_Period1_10,152
rThirdParty_Info_Period3_12,148
rThirdParty_Info_Period2_12,128
rWeblogInfo_14,124
rUserInfo_10,122
rThirdParty_Info_Period4_12,106
rWeblogInfo_24,103
rThirdParty_Info_Period2_10,101
rThirdParty_Info_Period1_12,99
rThirdParty_Info_Period5_12,98
rThirdParty_Info_Period6_12,95
rWeblogInfo_33,90
rWeblogInfo_27,88
rThirdParty_Info_Period3_10,85
rSocialNetwork_13,74
rThirdParty_Info_Period5_10,70
rWeblogInfo_2,62
rThirdParty_Info_Period6_10,61
rWeblogInfo_30,61
rWeblogInfo_36,61
rThirdParty_Info_Period4_10,58
rWeblogInfo_39,47
rWeblogInfo_42,38
rSocialNetwork_17,35
rWeblogInfo_48,35
rWeblogInfo_25,29
rWeblogInfo_45,24
rSocialNetwork_14,23
rWeblogInfo_9,23
rSocialNetwork_3,22
rThirdParty_Info_Period7_1,17
rWeblogInfo_38,16
rSocialNetwork_4,15
rWeblogInfo_34,15
rWeblogInfo_29,15
rWeblogInfo_28,15
rSocialNetwork_5,13
rThirdParty_Info_Period7_17,13
rWeblogInfo_50,11
rWeblogInfo_51,11
rWeblogInfo_37,11
rThirdParty_Info_Period7_14,11
rThirdParty_Info_Period7_15,11
rThirdParty_Info_Period7_8,11
rThirdParty_Info_Period7_6,11
rThirdParty_Info_Period7_13,10
rThirdParty_Info_Period7_3,10
rThirdParty_Info_Period7_16,9
rWeblogInfo_3,9
rThirdParty_Info_Period7_5,9
rThirdParty_Info_Period7_2,9
rThirdParty_Info_Period7_4,8
rWeblogInfo_56,7
rWeblogInfo_35,7
rThirdParty_Info_Period7_11,7
rWeblogInfo_1,7
rWeblogInfo_57,6
rThirdParty_Info_Period7_7,6
rWeblogInfo_32,5
rSocialNetwork_15,5
rWeblogInfo_23,4
rThirdParty_Info_Period7_9,4
