feature,score
rThirdParty_Info_Period6_1,224
rThirdParty_Info_Period6_8,221
rThirdParty_Info_Period3_11,216
rThirdParty_Info_Period6_5,213
rThirdParty_Info_Period1_9,207
rWeblogInfo_16,201
rThirdParty_Info_Period2_9,199
rThirdParty_Info_Period6_4,199
rThirdParty_Info_Period6_7,198
rThirdParty_Info_Period4_11,196
rThirdParty_Info_Period1_11,191
rWeblogInfo_18,190
rThirdParty_Info_Period6_6,182
rThirdParty_Info_Period6_11,171
rWeblogInfo_15,168
rWeblogInfo_4,168
rWeblogInfo_6,165
rThirdParty_Info_Period5_11,164
rThirdParty_Info_Period3_9,154
rWeblogInfo_5,135
rThirdParty_Info_Period4_9,135
rWeblogInfo_8,126
rThirdParty_Info_Period5_9,124
rThirdParty_Info_Period6_9,111
rWeblogInfo_14,110
rThirdParty_Info_Period3_12,103
rThirdParty_Info_Period1_10,86
rThirdParty_Info_Period4_12,83
rThirdParty_Info_Period2_12,83
rThirdParty_Info_Period1_12,82
rUserInfo_10,81
rThirdParty_Info_Period5_12,80
rWeblogInfo_24,78
rThirdParty_Info_Period2_10,75
rThirdParty_Info_Period6_12,74
rWeblogInfo_2,69
rWeblogInfo_33,65
rThirdParty_Info_Period3_10,59
rSocialNetwork_13,55
rThirdParty_Info_Period5_10,55
rWeblogInfo_27,54
rWeblogInfo_30,50
rWeblogInfo_36,48
rThirdParty_Info_Period4_10,37
rThirdParty_Info_Period6_10,35
rSocialNetwork_17,33
rSocialNetwork_14,24
rWeblogInfo_39,24
rWeblogInfo_42,17
rWeblogInfo_25,17
rWeblogInfo_48,14
rSocialNetwork_5,14
rSocialNetwork_3,13
rThirdParty_Info_Period7_1,11
rWeblogInfo_50,9
rWeblogInfo_29,9
rThirdParty_Info_Period7_14,8
rThirdParty_Info_Period7_5,8
rWeblogInfo_51,7
rWeblogInfo_37,7
rThirdParty_Info_Period7_6,7
rWeblogInfo_56,6
rSocialNetwork_4,6
rWeblogInfo_38,6
rWeblogInfo_26,6
rThirdParty_Info_Period7_15,5
rSocialNetwork_15,5
rThirdParty_Info_Period7_13,5
rWeblogInfo_28,5
rThirdParty_Info_Period7_8,5
rThirdParty_Info_Period7_4,5
rThirdParty_Info_Period7_2,5
rWeblogInfo_9,5
rWeblogInfo_1,5
rSocialNetwork_16,4
rThirdParty_Info_Period7_17,4
rWeblogInfo_3,4
rThirdParty_Info_Period7_7,4
rWeblogInfo_34,3
rThirdParty_Info_Period7_11,3
rWeblogInfo_53,2
rWeblogInfo_57,2
rWeblogInfo_31,2
rWeblogInfo_35,2
rWeblogInfo_23,2
rWeblogInfo_45,2
rWeblogInfo_46,2
rWeblogInfo_52,1
rThirdParty_Info_Period7_16,1
rSocialNetwork_6,1
rThirdParty_Info_Period7_9,1
rThirdParty_Info_Period7_3,1
rWeblogInfo_12,1
