feature,score
rThirdParty_Info_Period3_12,101
rThirdParty_Info_Period5_12,101
rThirdParty_Info_Period4_12,100
rWeblogInfo_14,99
rUserInfo_10,97
rWeblogInfo_24,93
rThirdParty_Info_Period1_12,91
rThirdParty_Info_Period2_10,91
rThirdParty_Info_Period6_12,79
rThirdParty_Info_Period3_10,72
rWeblogInfo_27,68
rWeblogInfo_2,68
rWeblogInfo_30,66
rThirdParty_Info_Period5_10,65
rWeblogInfo_36,59
rThirdParty_Info_Period4_10,51
rSocialNetwork_13,51
rWeblogInfo_33,47
rThirdParty_Info_Period6_10,38
rWeblogInfo_42,34
rWeblogInfo_39,34
rSocialNetwork_17,29
rWeblogInfo_48,21
rSocialNetwork_4,20
rWeblogInfo_25,20
rSocialNetwork_14,19
rWeblogInfo_45,15
rWeblogInfo_50,13
rSocialNetwork_5,13
rSocialNetwork_3,12
rWeblogInfo_1,11
rWeblogInfo_34,10
rThirdParty_Info_Period7_13,10
rWeblogInfo_28,10
rThirdParty_Info_Period7_5,10
rThirdParty_Info_Period7_6,8
rThirdParty_Info_Period7_2,8
rWeblogInfo_9,8
rWeblogInfo_51,7
rWeblogInfo_56,7
rWeblogInfo_38,7
rSocialNetwork_15,7
rThirdParty_Info_Period7_14,7
rThirdParty_Info_Period7_16,7
rWeblogInfo_29,7
rWeblogInfo_26,7
rThirdParty_Info_Period7_4,7
rThirdParty_Info_Period7_3,7
rThirdParty_Info_Period7_1,7
rWeblogInfo_35,6
rThirdParty_Info_Period7_7,6
rThirdParty_Info_Period7_15,5
rThirdParty_Info_Period7_17,5
rWeblogInfo_31,5
rWeblogInfo_37,5
rWeblogInfo_3,5
rWeblogInfo_57,4
rSocialNetwork_16,4
rThirdParty_Info_Period7_9,4
rThirdParty_Info_Period7_10,3
rThirdParty_Info_Period7_8,3
rWeblogInfo_12,2
rSocialNetwork_6,2
rWeblogInfo_32,2
rThirdParty_Info_Period7_11,2
rWeblogInfo_58,1
rWeblogInfo_13,1
rThirdParty_Info_Period7_12,1
rWeblogInfo_46,1
