feature,score
rWeblogInfo_30,38
rWeblogInfo_27,33
rThirdParty_Info_Period6_10,31
rWeblogInfo_39,26
rWeblogInfo_36,26
rThirdParty_Info_Period4_10,24
rThirdParty_Info_Period5_10,23
rSocialNetwork_17,17
rWeblogInfo_42,14
rWeblogInfo_45,11
rWeblogInfo_50,10
rSocialNetwork_3,9
rWeblogInfo_25,9
rSocialNetwork_14,8
rWeblogInfo_48,6
rWeblogInfo_34,6
rWeblogInfo_1,6
rWeblogInfo_56,5
rThirdParty_Info_Period7_8,5
rThirdParty_Info_Period7_3,5
rWeblogInfo_51,4
rSocialNetwork_4,4
rWeblogInfo_38,4
rWeblogInfo_37,4
rWeblogInfo_29,4
rThirdParty_Info_Period7_2,4
rThirdParty_Info_Period7_1,4
rWeblogInfo_9,4
rThirdParty_Info_Period7_4,4
rWeblogInfo_52,3
rWeblogInfo_57,3
rThirdParty_Info_Period7_15,3
rSocialNetwork_16,3
rSocialNetwork_5,3
rThirdParty_Info_Period7_14,3
rThirdParty_Info_Period7_13,3
rWeblogInfo_26,3
rThirdParty_Info_Period7_5,3
rWeblogInfo_40,2
rThirdParty_Info_Period7_16,2
rThirdParty_Info_Period7_17,2
rWeblogInfo_28,2
rWeblogInfo_3,2
rThirdParty_Info_Period7_6,2
rThirdParty_Info_Period7_7,2
rSocialNetwork_15,1
rThirdParty_Info_Period7_10,1
rThirdParty_Info_Period7_12,1
rWeblogInfo_31,1
rWeblogInfo_23,1
rWeblogInfo_43,1
rWeblogInfo_46,1
rWeblogInfo_11,1
